Status,Device ID,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,16069638408,12/6/2022,Credit,143,2.5,1,143,2.5,1,2.5,2.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Salsa,Food,16069975685,12/6/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Carbonated,16070190221,12/6/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,16070199928,12/6/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,16070470037,12/6/2022,Credit,148,3,1,148,3,1,3,3,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16070532949,12/6/2022,Credit,147,2.5,1,147,2.5,1,2.5,2.5,12/6/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,16070998169,12/6/2022,Credit,132,2,1,132,2,1,2,2,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,16071131910,12/6/2022,Credit,141,2,1,141,2,1,2,6,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,16071131910,12/6/2022,Credit,151,4,1,151,4,1,4,6,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,16071137232,12/6/2022,Credit,151,4,1,151,4,1,4,4,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,16071390938,12/6/2022,Credit,141,2,1,141,2,1,2,2,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,16071431329,12/6/2022,Credit,113,1.5,1,113,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,16071454857,12/6/2022,Credit,155,4,1,155,4,1,4,4,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,16071476736,12/6/2022,Credit,113,1.5,2,113,1.5,2,3,3,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,16071697158,12/6/2022,Credit,123,1.5,1,123,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Food,16071908417,12/6/2022,Cash,159,2.5,1,159,2.5,1,2.5,2.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Simply Protein - Peanut Butter Chocolate,Food,16072023118,12/6/2022,Credit,131,2,1,131,2,1,2,2,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Nature's Bakery Fig Bar - Blueberry,Food,16072029433,12/6/2022,Credit,138,1.5,2,138,1.5,2,3,3,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water  Lime,Carbonated,16072113766,12/6/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Ritz Bits Cheese,Food,16072143449,12/6/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,16072347262,12/6/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,16072471235,12/6/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,16072474054,12/6/2022,Cash,120,1.5,1,120,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Ritz Bits Cheese,Food,16072811913,12/6/2022,Credit,125,1.5,1,125,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,16072966623,12/6/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Mini,Food,16072967305,12/6/2022,Cash,121,1.5,1,121,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16073000646,12/6/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,16073010227,12/6/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Jalapeno,Food,16073011058,12/6/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16073378321,12/6/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16073385200,12/6/2022,Cash,144,3,1,144,3,1,3,3,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,16073420492,12/6/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,12/6/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16074108885,12/7/2022,Cash,144,3,1,144,3,1,3,3,12/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - White Cheddar,Food,16074448196,12/7/2022,Credit,124,1.5,1,124,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Tea - Raspberry,Non Carbonated,16074467319,12/7/2022,Credit,147,2.5,1,147,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Food,16075266494,12/7/2022,Credit,131,2,1,131,2,1,2,2,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,16075606499,12/7/2022,Credit,135,2,1,135,2,1,2,2,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16075857862,12/7/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,16076023740,12/7/2022,Credit,148,3,1,148,3,1,3,3,12/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Original,Food,16076233646,12/7/2022,Credit,114,1.5,1,114,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,16076263311,12/7/2022,Credit,143,1.5,1,143,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,16076630049,12/7/2022,Credit,114,1.5,1,114,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,16077106514,12/7/2022,Credit,110,1.5,1,110,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,16077181311,12/7/2022,Credit,144,2.5,1,144,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Mini,Food,16077753902,12/7/2022,Cash,121,1.5,1,121,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,16077815038,12/7/2022,Credit,144,2.5,1,144,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,16077844012,12/7/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Nutter Butter Bites,Food,16077832264,12/7/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Lemon,Non Carbonated,16078132358,12/7/2022,Cash,145,2.5,1,145,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16078132779,12/7/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,16078471988,12/7/2022,Credit,113,1.5,1,113,1.5,1,1.5,4.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16078471988,12/7/2022,Credit,146,3,1,146,3,1,3,4.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16078865870,12/7/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,16079165586,12/8/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,12/7/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,16079989382,12/8/2022,Credit,148,3.5,1,148,3.5,1,3.5,3.5,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16080018771,12/8/2022,Credit,144,3,1,144,3,1,3,3,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16080024655,12/8/2022,Credit,130,1.5,1,130,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,16080852007,12/8/2022,Credit,111,1.5,1,111,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,16080978347,12/8/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,16081007293,12/8/2022,Credit,135,2,1,135,2,1,2,2,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Doritos Spicy Nacho,,16081238656,12/8/2022,Credit,124,1.5,1,124,1.5,1,1.5,3,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Fritos - Original,Food,16081238656,12/8/2022,Credit,121,1.5,1,121,1.5,1,1.5,3,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,16081780460,12/8/2022,Credit,141,2,1,141,2,1,2,3.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Oreo Mini,Food,16081780460,12/8/2022,Credit,121,1.5,1,121,1.5,1,1.5,3.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,16081860768,12/8/2022,Credit,155,4,1,155,4,1,4,4,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Cheddar Sour Cream and Onion,Food,16081918296,12/8/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,16082178686,12/8/2022,Cash,141,2,1,141,2,1,2,2,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Monster Energy  Zero Ultra,Carbonated,16082188108,12/8/2022,Credit,146,3,1,146,3,1,3,3,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,16082276071,12/8/2022,Credit,110,1.5,1,110,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Food,16082615852,12/8/2022,Credit,131,2,2,131,2,2,4,4,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water  Lime,Carbonated,16082628246,12/8/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,16082775265,12/8/2022,Cash,148,3.5,1,148,3.5,1,3.5,3.5,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,16082951932,12/8/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,16083229301,12/8/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,16083263213,12/8/2022,Cash,122,1.5,1,122,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,16083265216,12/8/2022,Cash,114,1.5,1,114,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16083273799,12/8/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,16083306632,12/8/2022,Credit,141,2,1,141,2,1,2,2,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16083368396,12/8/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16083368995,12/8/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16083683075,12/8/2022,Cash,144,3,1,144,3,1,3,3,12/8/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,16084188680,12/8/2022,Credit,120,2.5,1,120,2.5,1,2.5,2.5,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16084410418,12/8/2022,Cash,144,3,1,144,3,1,3,3,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16084515376,12/8/2022,Cash,144,3,1,144,3,1,3,3,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16084736875,12/8/2022,Cash,146,3,1,146,3,1,3,3,12/8/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,16085059666,12/9/2022,Cash,120,1.5,1,120,1.5,1,1.5,1.5,12/8/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,V8 Vegetable Juice - Original,Non Carbonated,16085608087,12/9/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Non Carbonated,16085704361,12/9/2022,Cash,144,2.5,1,144,2.5,1,2.5,2.5,12/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,16086747504,12/9/2022,Cash,144,2.5,1,144,2.5,1,2.5,2.5,12/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,16086749151,12/9/2022,Cash,144,2.5,1,144,2.5,1,2.5,2.5,12/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Spicy Queso,Food,16086833362,12/9/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16086963253,12/9/2022,Credit,144,1.5,1,144,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Pop Corners - Sea Salt,Food,16087424971,12/9/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16087456131,12/9/2022,Credit,130,1.5,1,130,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,16087471872,12/9/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Food,16088119949,12/9/2022,Credit,131,2,1,131,2,1,2,2,12/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Ritz Bits Cheese,Food,16088445916,12/9/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16088467270,12/9/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16088476495,12/9/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16088507094,12/9/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,16088673049,12/9/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16089148468,12/9/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,16089149060,12/9/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,16089150427,12/9/2022,Cash,121,1.5,1,121,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Food,16089325593,12/9/2022,Cash,120,1.5,1,120,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Pop Corners - Sweet & Salty Kettle,Food,16089505842,12/9/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16089884224,12/9/2022,Cash,144,3,1,144,3,1,3,3,12/9/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16090916224,12/10/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16090918592,12/10/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Iberia Coconut Water,Non Carbonated,16091451069,12/10/2022,Cash,142,2,1,142,2,1,2,2,12/10/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16091504775,12/10/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Wonderful Pistachios - Variety,Food,16091574503,12/10/2022,Credit,130,2,1,130,2,1,2,2,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,16091722048,12/10/2022,Cash,140,2,1,140,2,1,2,2,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16092070420,12/10/2022,Credit,111,1.5,1,111,1.5,1,1.5,1.5,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor LYTE  - Peach Mango,Water,16092213771,12/10/2022,Credit,147,2.75,1,147,2.75,1,2.75,7.75,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,16092213771,12/10/2022,Credit,140,2,1,140,2,1,2,7.75,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,16092213771,12/10/2022,Credit,148,3,1,148,3,1,3,7.75,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,16092245749,12/10/2022,Cash,114,1.5,1,114,1.5,1,1.5,1.5,12/10/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16092258659,12/10/2022,Credit,111,1.5,1,111,1.5,1,1.5,1.5,12/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Sea Salt,Food,16092289777,12/10/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/10/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Pop Corners - Sea Salt,Food,16092293235,12/10/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/10/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,CheezIt - Double Cheese,Food,16094596314,12/11/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,12/11/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Simply Protein - Peanut Butter Chocolate,Food,16094886193,12/11/2022,Cash,131,2,1,131,2,1,2,2,12/11/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Food,16097241952,12/12/2022,Cash,131,2,1,131,2,1,2,2,12/12/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Food,16098122080,12/12/2022,Cash,131,2,1,131,2,1,2,2,12/12/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Goldfish Baked - Cheddar,Food,16098685021,12/12/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Nutter Butter Bites,Food,16099393863,12/12/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,16099559603,12/12/2022,Cash,130,2,1,130,2,1,2,2,12/12/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,CheezIt - White Cheddar,Food,16099569132,12/12/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16099725968,12/12/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,16100006267,12/12/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16100393449,12/12/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,16100395910,12/12/2022,Cash,110,1.5,1,110,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Original,Food,16100397862,12/12/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Peach,Non Carbonated,16100472847,12/12/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,12/12/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,16100554827,12/12/2022,Cash,143,1.5,1,143,1.5,1,1.5,1.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,16100599294,12/12/2022,Credit,132,2,1,132,2,1,2,3.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Spindrift - Sparkling Water  Lime,Carbonated,16100599294,12/12/2022,Credit,142,1.5,1,142,1.5,1,1.5,3.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel - Cheddar Cheese,Food,16100886688,12/12/2022,Credit,120,2.5,1,120,2.5,1,2.5,4.5,12/12/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,16100886688,12/12/2022,Credit,130,2,1,130,2,1,2,4.5,12/12/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,16101560378,12/13/2022,Cash,148,3.5,1,148,3.5,1,3.5,3.5,12/12/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,16102088588,12/13/2022,Cash,146,3,1,146,3,1,3,3,12/13/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,16102118135,12/13/2022,Credit,148,3.5,1,148,3.5,1,3.5,3.5,12/13/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Berry Punch,Water,16102781193,12/13/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,12/13/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Lenny & Larrys - SnickerDoodle,Food,16103564525,12/13/2022,Cash,157,3,1,157,3,1,3,3,12/13/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Takis FUGEO mini,Food,16103581496,12/13/2022,Credit,122,1.5,1,122,1.5,1,1.5,1.5,12/13/2022
